timestamp,source_device,protocol,url,action,application_name,application_category,bytes_sent,bytes_received,threat_count,malware_count,policy_name,url_category,url_super_category,ssl_cert_issuer,ssl_cert_subject,ssl_cert_validity_days,ssl_policy,ssl_action,user,department,src_ip,dst_ip,http_method,http_status,user_agent,referer,security_rule,security_device,security_action,content_type,file_name,file_type,file_size
2024-01-15 15:40:19,ZTNA-Gateway-01,HTTPS,https://outlook.office.com/calendar,allowed,Office_365,Cloud_Applications,1024,8192,0,0,Standard_Policy,Email,Productivity,Microsoft Corporation,*.office.com,180,SSL_Default,allow,alice.johnson,HR,192.168.1.101,40.101.23.45,GET,200,Mozilla/5.0 (Macintosh),https://outlook.office.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:45:52,ZTNA-Gateway-01,HTTPS,https://github.com/company/repo,allowed,GitHub,Development,2048,15360,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.github.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,140.82.112.3,GET,200,Mozilla/5.0 (Windows NT 10.0),https://github.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:50:35,ZTNA-Gateway-01,HTTPS,https://stackoverflow.com/answer,allowed,Stack_Overflow,Development,1024,20480,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.stackoverflow.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,151.101.193.69,GET,200,Mozilla/5.0 (Windows NT 10.0),https://stackoverflow.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 15:55:18,ZTNA-Gateway-01,HTTPS,https://linkedin.com/feed,allowed,LinkedIn,Social_Media,512,15360,0,0,Standard_Policy,Social_Networking,Social,DigiCert Inc,*.linkedin.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,13.107.42.14,GET,200,Mozilla/5.0 (Windows NT 10.0),https://linkedin.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 16:00:41,ZTNA-Gateway-01,HTTPS,https://amazon.com/cart,allowed,Amazon,Online_Shopping,3072,25600,0,0,Standard_Policy,Shopping,Commerce,Amazon,*.amazon.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,52.84.1.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://amazon.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 16:05:24,ZTNA-Gateway-01,HTTPS,https://workday.com/timesheet,allowed,Workday,HR_Applications,2048,18432,0,0,Standard_Policy,Human_Resources,Business,DigiCert Inc,*.workday.com,365,SSL_Default,allow,alice.johnson,HR,192.168.1.101,23.32.0.0,GET,200,Mozilla/5.0 (Macintosh),https://workday.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 16:10:47,ZTNA-Gateway-01,HTTPS,https://quickbooks.intuit.com/reports,allowed,QuickBooks,Finance,4096,16384,0,0,Standard_Policy,Finance,Business,DigiCert Inc,*.intuit.com,365,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,23.32.0.0,GET,200,Mozilla/5.0 (Windows NT 10.0),https://quickbooks.intuit.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 16:15:33,ZTNA-Gateway-01,HTTPS,https://canva.com/templates,allowed,Canva,Design,6144,30720,0,0,Standard_Policy,Design,Business,DigiCert Inc,*.canva.com,365,SSL_Default,allow,sarah.chen,Marketing,192.168.1.103,151.101.193.69,GET,200,Mozilla/5.0 (Macintosh),https://canva.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 16:20:16,ZTNA-Gateway-01,HTTPS,https://salesforce.com/accounts,allowed,Salesforce,CRM,4096,20480,0,0,Standard_Policy,CRM,Business,DigiCert Inc,*.salesforce.com,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,96.43.144.0,GET,200,Mozilla/5.0 (Windows NT 10.0),https://salesforce.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 16:25:49,ZTNA-Gateway-01,HTTPS,https://zoom.us/meeting,allowed,Zoom,Video_Conferencing,2048,15360,0,0,Standard_Policy,Video_Conferencing,Communication,DigiCert Inc,*.zoom.us,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,3.33.152.147,GET,200,Mozilla/5.0 (Windows NT 10.0),https://zoom.us,None,ZTNA,None,text/html,None,None,0
2024-01-15 16:30:22,ZTNA-Gateway-01,HTTPS,https://jira.company.com/dashboard,allowed,Jira,Development,3072,18432,0,0,Standard_Policy,Technology,Technology,DigiCert Inc,*.company.com,365,SSL_Default,allow,john.smith,IT,192.168.1.100,10.0.0.1,GET,200,Mozilla/5.0 (Windows NT 10.0),https://jira.company.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:00:15,ZTNA-Gateway-01,HTTPS,https://slack.com/threads,allowed,Slack,Communication,1536,10240,0,0,Standard_Policy,Communication,Communication,DigiCert Inc,*.slack.com,365,SSL_Default,allow,emma.rodriguez,Marketing,192.168.1.105,52.84.1.1,GET,200,Mozilla/5.0 (Macintosh),https://slack.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:03:42,ZTNA-Gateway-01,HTTPS,https://notion.so/pages,allowed,Notion,Productivity,2048,15360,0,0,Standard_Policy,Productivity,Business,DigiCert Inc,*.notion.so,365,SSL_Default,allow,david.kim,Engineering,192.168.1.106,151.101.193.69,GET,200,Mozilla/5.0 (Windows NT 10.0),https://notion.so,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:06:28,ZTNA-Gateway-01,HTTPS,https://figma.com/prototype,allowed,Figma,Design,3072,20480,0,0,Standard_Policy,Design,Business,DigiCert Inc,*.figma.com,365,SSL_Default,allow,sarah.chen,Marketing,192.168.1.103,151.101.193.69,GET,200,Mozilla/5.0 (Macintosh),https://figma.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:09:55,ZTNA-Gateway-01,HTTPS,https://trello.com/cards,allowed,Trello,Productivity,1024,8192,0,0,Standard_Policy,Productivity,Business,DigiCert Inc,*.trello.com,365,SSL_Default,allow,alice.johnson,HR,192.168.1.101,151.101.193.69,GET,200,Mozilla/5.0 (Macintosh),https://trello.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:12:32,ZTNA-Gateway-01,HTTPS,https://asana.com/tasks,allowed,Asana,Productivity,1536,12288,0,0,Standard_Policy,Productivity,Business,DigiCert Inc,*.asana.com,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,151.101.193.69,GET,200,Mozilla/5.0 (Windows NT 10.0),https://asana.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:15:18,ZTNA-Gateway-01,HTTPS,https://dropbox.com/shared,allowed,Dropbox,Cloud_Storage,4096,25600,0,0,Standard_Policy,Cloud_Storage,Business,DigiCert Inc,*.dropbox.com,365,SSL_Default,allow,lisa.wang,Finance,192.168.1.107,151.101.193.69,GET,200,Mozilla/5.0 (Windows NT 10.0),https://dropbox.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:18:45,ZTNA-Gateway-01,HTTPS,https://google.com/maps,allowed,Google_Maps,Productivity,512,4096,0,0,Standard_Policy,Productivity,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,alex.thompson,Operations,192.168.1.108,142.250.191.46,GET,200,Mozilla/5.0 (Windows NT 10.0),https://google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:21:12,ZTNA-Gateway-01,HTTPS,https://youtube.com/channel,allowed,YouTube,Entertainment,2048,15360,0,0,Standard_Policy,Entertainment,Media,Google Trust Services,*.youtube.com,365,SSL_Default,allow,maria.garcia,Customer_Support,192.168.1.109,142.250.191.46,GET,200,Mozilla/5.0 (Macintosh),https://youtube.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:24:38,ZTNA-Gateway-01,HTTPS,https://calendar.google.com/event,allowed,Google_Calendar,Productivity,1024,8192,0,0,Standard_Policy,Productivity,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,alice.johnson,HR,192.168.1.101,142.250.191.46,GET,200,Mozilla/5.0 (Macintosh),https://calendar.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:27:53,ZTNA-Gateway-01,HTTPS,https://drive.google.com/folder,allowed,Google_Drive,Cloud_Storage,3072,20480,0,0,Standard_Policy,Cloud_Storage,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,142.250.191.46,GET,200,Mozilla/5.0 (Windows NT 10.0),https://drive.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:30:26,ZTNA-Gateway-01,HTTPS,https://meet.google.com/schedule,allowed,Google_Meet,Video_Conferencing,1536,10240,0,0,Standard_Policy,Video_Conferencing,Communication,Google Trust Services,*.google.com,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,142.250.191.46,GET,200,Mozilla/5.0 (Windows NT 10.0),https://meet.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:33:19,ZTNA-Gateway-01,HTTPS,https://docs.google.com/spreadsheet,allowed,Google_Docs,Productivity,2048,15360,0,0,Standard_Policy,Productivity,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,sarah.chen,Marketing,192.168.1.103,142.250.191.46,GET,200,Mozilla/5.0 (Macintosh),https://docs.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:36:42,ZTNA-Gateway-01,HTTPS,https://sheets.google.com/chart,allowed,Google_Sheets,Productivity,1536,12288,0,0,Standard_Policy,Productivity,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,142.250.191.46,GET,200,Mozilla/5.0 (Windows NT 10.0),https://sheets.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:39:15,ZTNA-Gateway-01,HTTPS,https://slides.google.com/template,allowed,Google_Slides,Productivity,2048,15360,0,0,Standard_Policy,Productivity,Business,Google Trust Services,*.google.com,365,SSL_Default,allow,sarah.chen,Marketing,192.168.1.103,142.250.191.46,GET,200,Mozilla/5.0 (Macintosh),https://slides.google.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:42:28,ZTNA-Gateway-01,HTTPS,https://teams.microsoft.com/meeting,allowed,Microsoft_Teams,Communication,3072,20480,0,0,Standard_Policy,Communication,Communication,Microsoft Corporation,*.teams.microsoft.com,365,SSL_Default,allow,kevin.lee,Engineering,192.168.1.110,40.101.23.45,GET,200,Mozilla/5.0 (Windows NT 10.0),https://teams.microsoft.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:45:51,ZTNA-Gateway-01,HTTPS,https://onedrive.live.com/photo,allowed,OneDrive,Cloud_Storage,4096,25600,0,0,Standard_Policy,Cloud_Storage,Business,Microsoft Corporation,*.live.com,365,SSL_Default,allow,alice.johnson,HR,192.168.1.101,40.101.23.45,GET,200,Mozilla/5.0 (Macintosh),https://onedrive.live.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:48:34,ZTNA-Gateway-01,HTTPS,https://sharepoint.com/documents,allowed,SharePoint,Collaboration,2048,15360,0,0,Standard_Policy,Collaboration,Business,Microsoft Corporation,*.sharepoint.com,365,SSL_Default,allow,mike.davis,Sales,192.168.1.104,40.101.23.45,GET,200,Mozilla/5.0 (Windows NT 10.0),https://sharepoint.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:51:17,ZTNA-Gateway-01,HTTPS,https://word.office.com/template,allowed,Microsoft_Word,Productivity,1536,12288,0,0,Standard_Policy,Productivity,Business,Microsoft Corporation,*.office.com,365,SSL_Default,allow,bob.wilson,Finance,192.168.1.102,40.101.23.45,GET,200,Mozilla/5.0 (Windows NT 10.0),https://word.office.com,None,ZTNA,None,text/html,None,None,0
2024-01-15 17:57:26,ZTNA-Gateway-01,HTTPS,https://powerpoint.office.com/theme,allowed,Microsoft_PowerPoint,Productivity,1536,12288,0,0,Standard_Policy,Productivity,Business,Microsoft Corporation,*.office.com,365,SSL_Default,allow,rachel.brown,Design,192.168.1.111,40.101.23.45,GET,200,Mozilla/5.0 (Macintosh),https://powerpoint.office.com,None,ZTNA,None,text/html,None,None,0
